Wall time,Step,Value
1737856281.952947,49,8.559947673347779e-06
1737856323.308384,99,1.7294587451033294e-05
1737856362.01712,149,2.6029229047708213e-05
1737856400.182307,199,3.476387064438313e-05
1737856437.469627,249,4.3498508603079244e-05
1737856474.776462,299,5.2233150199754164e-05
1737856512.284352,349,6.096779179642908e-05
1737856549.4592268,399,6.97024297551252e-05
1737856586.718953,449,7.843707135180011e-05
1737856623.8965151,499,8.717171294847503e-05
1737856661.254416,549,9.590635454514995e-05
1737856698.588096,599,0.00010464099614182487
1737856735.902345,649,0.00011337563773849979
1737856773.077048,699,0.0001221102720592171
1737856810.199065,749,0.00013084491365589201
1737856847.268404,799,0.00013957955525256693
1737856884.538507,849,0.00014831419684924185
1737856921.9513972,899,0.00015704883844591677
1737856959.17572,949,0.0001657834800425917
1737856996.43185,999,0.0001745181216392666
1737857033.514336,1049,0.00018325276323594153
1737857070.7688751,1099,0.00019198740483261645
1737857107.8861928,1149,0.00020072204642929137
1737857145.035032,1199,0.00020945667347405106
1737857182.20673,1249,0.00021819131507072598
1737857219.2607648,1299,0.0002269259566674009
1737857256.6233668,1349,0.00023566059826407582
1737857294.066416,1399,0.00024439525441266596
1737857331.3735418,1449,0.0002531298960093409
1737857368.561149,1499,0.0002618645376060158
1737857405.809529,1549,0.00027059915009886026
1737857443.017526,1599,0.0002793337916955352
1737857480.245242,1649,0.0002880684332922101
1737857517.482351,1699,0.000296803074888885
1737857554.770773,1749,0.00030553771648555994
1737857591.8690171,1799,0.00031427235808223486
1737857629.053544,1849,0.0003230069996789098
1737857666.232861,1899,0.0003317416412755847
1737857703.434648,1949,0.0003404762828722596
1737857740.564641,1999,0.00034921092446893454
1737857777.863467,2049,0.00035794556606560946
1737857815.3958862,2099,0.0003666802076622844
1737857852.778666,2149,0.0003754148492589593
1737857890.014536,2199,0.0003841494908556342
1737857927.472944,2249,0.00039288413245230913
1737857964.760921,2299,0.00040161877404898405
1737858002.006731,2349,0.00041035341564565897
1737858039.210989,2399,0.0004190880572423339
1737858076.491862,2449,0.0004278226988390088
1737858113.91412,2499,0.00043655734043568373
1737858151.2264252,2549,0.00044529198203235865
1737858188.44482,2599,0.00045402662362903357
1737858225.78972,2649,0.0004627612652257085
1737858263.1608891,2699,0.0004714959068223834
1737858300.38345,2749,0.0004802305484190583
1737858337.5936441,2799,0.0004889651900157332
1737858374.7259269,2849,0.0004976998316124082
1737858411.924545,2899,0.0005064344732090831
1737858449.1077518,2949,0.000515169114805758
1737858486.26651,2999,0.0005239037564024329
1737858562.570157,3049,0.0005326383979991078
1737858600.032319,3099,0.0005413730395957828
1737858637.314444,3149,0.0005501076811924577
1737858675.1958332,3199,0.0005588423227891326
1737858712.654041,3249,0.0005675769643858075
1737858750.04937,3299,0.0005763116059824824
1737858787.3876212,3349,0.0005850462475791574
1737858824.592321,3399,0.0005937808891758323
1737858861.839492,3449,0.0006025155307725072
1737858899.170254,3499,0.0006112501723691821
1737858936.411345,3549,0.000619984813965857
1737858973.6016068,3599,0.000628719397354871
1737859010.960315,3649,0.000637454038951546
1737859048.171793,3699,0.0006461886805482209
1737859085.6361668,3749,0.0006549233221448958
1737859122.874969,3799,0.0006636579637415707
1737859160.23616,3849,0.0006723926053382456
1737859197.496964,3899,0.0006811272469349205
1737859234.763566,3949,0.0006898618885315955
1737859271.955324,3999,0.0006985965301282704
1737859309.192148,4049,0.0006945302011445165
1737859346.3758159,4099,0.0006902812165208161
1737859383.714109,4149,0.0006861092988401651
1737859421.203966,4199,0.0006820121197961271
1737859458.723283,4249,0.0006779874674975872
1737859496.197877,4299,0.0006740331882610917
1737859533.50004,4349,0.0006701473612338305
1737859570.8319008,4399,0.0006663279491476715
1737859608.1076212,4449,0.0006625731475651264
1737859645.501355,4499,0.0006588810356333852
1737859682.712697,4549,0.0006552500417456031
1737859719.991244,4599,0.0006516783614642918
1737859757.290661,4649,0.0006481644813902676
1737859794.724501,4699,0.0006447068881243467
1737859832.170229,4749,0.0006413039518520236
1737859869.519852,4799,0.0006379543920047581
1737859906.8046,4849,0.0006346568115986884
1737859944.1155431,4899,0.0006314097554422915
1737859981.434453,4949,0.0006282121175900102
1737860018.694845,4999,0.0006250625010579824
1737860055.980614,5049,0.000621959799900651
1737860093.388322,5099,0.0006189029081724584
1737860130.6415129,5149,0.0006158906035125256
1737860168.083041,5199,0.000612921838182956
1737860205.566389,5249,0.0006099956226535141
1737860242.8780422,5299,0.0006071109673939645
1737860280.237951,5349,0.0006042667664587498
1737860317.611948,5399,0.0006014622049406171
1737860355.056375,5449,0.0005986963515169919
1737860392.4597518,5499,0.0005959682748652995
1737860429.8442419,5549,0.000593277218285948
1737860467.2090461,5599,0.000590622250456363
1737860504.5369558,5649,0.0005880025564692914
1737860541.792556,5699,0.0005854174960404634
1737860579.138931,5749,0.0005828661960549653
1737860616.392084,5799,0.0005803479580208659
1737860653.666667,5849,0.0005778620834462345
1737860690.900523,5899,0.0005754078738391399
1737860728.239978,5949,0.0005729846889153123
1737860765.5050309,5999,0.0005705918883904815
1737860802.920081,6049,0.0005682287737727165
1737860878.710939,6099,0.0005658948211930692
1737860915.9769018,6149,0.0005635893321596086
1737860953.173517,6199,0.0005613118410110474
1737860990.717005,6249,0.0005590617074631155
1737861028.034395,6299,0.0005568384658545256
1737861065.332352,6349,0.0005546414759010077
1737861102.568167,6399,0.0005524703301489353
1737861139.811954,6449,0.0005503245047293603
1737861177.0529869,6499,0.0005482034175656736
1737861214.2888992,6549,0.0005461067194119096
