Wall time,Step,Value
1737963118.880804,299,5.2233150199754164e-05
1737963590.728192,799,0.00013957955525256693
1737963732.0348449,949,0.0001657834800425917
1737964014.703007,1249,0.00021819131507072598
1737964580.16519,1849,0.0003230069996789098
1737964767.971659,2049,0.00035794556606560946
1737964862.076409,2149,0.0003754148492589593
1737964955.978137,2249,0.00039288413245230913
1737965003.068761,2299,0.00040161877404898405
1737965097.674381,2399,0.0004190880572423339
1737965379.072445,2699,0.0004714959068223834
1737965425.776584,2749,0.0004802305484190583
1737965472.532009,2799,0.0004889651900157332
1737965519.9251049,2849,0.0004976998316124082
1737965943.891686,3299,0.0005763116059824824
1737966226.855556,3599,0.000628719397354871
1737966273.895831,3649,0.000637454038951546
1737966321.099019,3699,0.0006461886805482209
1737966368.5760021,3749,0.0006549233221448958
1737966603.989938,3999,0.0006985965301282704
1737966980.826221,4399,0.0006663279491476715
1737967309.828922,4749,0.0006413039518520236
1737967685.5212102,5149,0.0006158906035125256
1737967826.360406,5299,0.0006071109673939645
1737967873.4372292,5349,0.0006042667664587498
1737968202.909707,5699,0.0005854174960404634
1737968437.439699,5949,0.0005729846889153123
1737968813.213762,6349,0.0005546414759010077
1737968953.817857,6499,0.0005482034175656736
1737969001.07779,6549,0.0005461067194119096
1737969423.0815392,6999,0.0005282591446302831
1737969516.806378,7099,0.0005245252978056669
1737969563.587808,7149,0.0005226877983659506
1737969938.5079732,7549,0.0005086514865979552
1737970172.548725,7799,0.0005004325648769736
1737970266.029341,7899,0.0004972547758370638
1737970313.035973,7949,0.0004956884076818824
1737970501.5173628,8149,0.0004895678139291704
1737970741.989933,8399,0.00048222666373476386
1737970790.195759,8449,0.0004807976947631687
1737970934.03711,8599,0.0004765857302118093
1737971220.4898272,8899,0.000468483631266281
1737971268.659321,8949,0.0004671730275731534
1737971506.740392,9199,0.00046078115701675415
1737971600.7665322,9299,0.0004582968831527978
1737971648.017482,9349,0.00045706972014158964
1737971836.136938,9549,0.0004522578092291951
1737971883.027416,9599,0.00045107840560376644
1737972212.497935,9949,0.0004430730186868459
1737972589.845587,10349,0.0004344260087236762
1737972636.889248,10399,0.0004333803663030267
1737972683.8541949,10449,0.000432342232670635
1737972871.7149088,10649,0.0004282630397938192
1737973393.202622,11199,0.00041761432657949626
1737973675.1185338,11499,0.0004121307283639908
1737973816.2607229,11649,0.0004094686883036047
1737973909.7525198,11749,0.0004077224002685398
1737974049.9547,11899,0.00040514435386285186
1737974669.592025,12499,0.0003953005070798099
1737974953.016421,12799,0.0003906402562279254
1737975189.0787148,13049,0.00038688009954057634
1737975236.1957288,13099,0.00038614103686995804
1737975330.661821,13199,0.00038467548438347876
1737975519.2864718,13399,0.0003817937686108053
1737975708.220444,13599,0.00037897584843449295
1737975802.6032572,13699,0.00037759009865112603
1737976038.529442,13949,0.000374191120499745
1737976702.3385558,14649,0.00036514137173071504
1737976938.4958642,14899,0.00036206492222845554
1737976985.744344,14949,0.00036145892227068543
1737977174.868829,15149,0.00035906495759263635
1737977222.102392,15199,0.00035847388789989054
1737977411.143845,15399,0.0003561383637133986
1737977458.304272,15449,0.00035556158400140703
1737977552.9566169,15549,0.000354416377376765
1737977694.382586,15699,0.0003527191292960197
1737977930.977016,15949,0.00034994378802366555
1737977978.717809,15999,0.0003493965486995876
1737978262.312622,16299,0.0003461661108303815
1737978309.515363,16349,0.00034563636290840805
1737978356.8135529,16399,0.0003451090306043625
1737978498.618028,16549,0.0003435414400883019
1737978923.84437,16999,0.0003389638150110841
1737979301.7239108,17399,0.0003350447805132717
1737980067.0750132,18199,0.0003275980125181377
1737980259.074534,18399,0.00032581263803876936
1737980547.1332211,18699,0.0003231884620618075
1737980738.693596,18899,0.00032147380989044905
1737980833.238295,18999,0.0003206266846973449
1737981164.093197,19349,0.0003177135658916086
1737981400.216945,19599,0.00031568072154186666
1737981447.427198,19649,0.0003152788267470896
1737982203.461977,20449,0.00030905017047189176
1737982534.1522188,20799,0.00030643882928416133
1737982817.570983,21099,0.0003042524622287601
1737982864.92367,21149,0.0003038925933651626
1737982959.3054411,21249,0.0003031766682397574
1737983243.124253,21549,0.00030105889891274273
1737983667.997223,21999,0.00029796382295899093
1737983762.28511,22099,0.0002972889051306993
1737983809.4399538,22149,0.0002969531633425504
1737983951.147944,22299,0.0002959527191706002
1737984235.046646,22599,0.0002939817786682397
1737984661.407885,23049,0.00029109782190062106
1737984803.1597672,23199,0.00029015520703978837
1737984850.383807,23249,0.00028984303935430944
1737985275.873682,23699,0.0002870780590455979
1737985323.801174,23749,0.0002867756993509829
1737986038.39682,24449,0.0002826405398081988
1737986085.7062569,24499,0.0002823519753292203
1737986179.879128,24599,0.00028177749481983483
1737986274.3060968,24699,0.0002812064776662737
1737986935.756442,25399,0.00027730438159778714
1737987171.699852,25649,0.00027594962739385664
1737987266.16317,25749,0.00027541324379853904
1737987407.58394,25899,0.0002746145473793149
1737987785.434012,26299,0.00027251814026385546
1737988068.676352,26599,0.0002709769469220191
1737988163.102347,26699,0.0002704690268728882
1737988305.660915,26849,0.00026971244369633496
1737988589.586661,27149,0.00026821810752153397
1737988826.1593258,27399,0.00026699164300225675
1737988873.476546,27449,0.0002667483640834689
1737989299.292442,27899,0.00026458833599463105
1737989393.88133,27999,0.0002641154278535396
1737989583.026386,28199,0.00026317714946344495
1737989630.323384,28249,0.00026294414419680834
1737989866.698029,28499,0.00026178828557021916
1737990055.8651578,28699,0.0002608745126053691
1737990103.148103,28749,0.0002606475609354675
1737990339.3923972,28999,0.00025952159194275737
1737990433.9734762,29099,0.00025907528470270336
1737990481.259611,29149,0.0002588529896456748
1737990575.632022,29249,0.0002584101166576147
1737990670.0587242,29349,0.0002579695137683302
1737990717.22842,29399,0.000257750041782856
1737990953.3246772,29649,0.0002566610637586564
1737991000.6803908,29699,0.0002564449096098542
1737991331.870729,30049,0.00025494705187156796
1737991426.600558,30149,0.0002545239112805575
1737991710.108759,30449,0.00025326694594696164
1737991804.846786,30549,0.0002528520708438009
